,Authors,Title,Year,EID,DOI,drone_name
231,Pfeiffer S.; Wagter C.D.; Croon G.C.H.E.D.,A Computationally Efficient Moving Horizon Estimator for Ultra-Wideband Localization on Small Quadrotors,2021,2-s2.0-85111783943,10.1109/LRA.2021.3095519,Bitcraze Crazyflie
232,Zhou H.; Hu Z.; Liu S.; Khan S.,Efficient 2D Graph SLAM for Sparse Sensing,2022,2-s2.0-85146327314,10.1109/IROS47612.2022.9981200,Bitcraze Crazyflie
233,Gupta S.; Mohanta J.K.; Behera L.; Samanta S.,Control Design for Vertical Wall-perching of Aerial Robot with Event-Triggered Control Approach,2022,2-s2.0-85147846356,10.1109/SILCON55242.2022.10028851,Bitcraze Crazyflie
234,Dutta S.; Tran T.; Rekabdar B.; Ekenna C.,Adaptive Speed Collision Avoidance for Dynamic Environments,2021,2-s2.0-85116963207,10.1109/CASE49439.2021.9551590,Bitcraze Crazyflie
235,Elkunchwar N.; Iyer V.; Anderson M.; Balasubramanian K.; Noe J.; Talwekar Y.; Fuller S.,Bio-inspired source seeking and obstacle avoidance on a palm-sized drone,2022,2-s2.0-85136111941,10.1109/ICUAS54217.2022.9836062,Bitcraze Crazyflie
236,Navardi M.; Humes E.; Mohsenin T.,E2EdgeAI: Energy-Efficient Edge Computing for Deployment of Vision-Based DNNs on Autonomous Tiny Drones,2022,2-s2.0-85146664272,10.1109/SEC54971.2022.00077,Bitcraze Crazyflie
237,Choi M.; Filter M.; Alcedo K.; Walker T.T.; Rosenbluth D.; Ide J.S.,Soft Actor-Critic with Inhibitory Networks for Retraining UAV Controllers Faster,2022,2-s2.0-85136117527,10.1109/ICUAS54217.2022.9836052,Bitcraze Crazyflie
238,Zhang Y.; Walters S.; Xu X.,Control Barrier Function Meets Interval Analysis: Safety-Critical Control with Measurement and Actuation Uncertainties,2022,2-s2.0-85138493641,10.23919/ACC53348.2022.9867681,Bitcraze Crazyflie
239,Chen X.; Zhang X.; Xia L.; Wu X.; Ge Q.,Design of Dual Remote Control Mini-UAV Based on Si24R1 and nRF52832,2022,2-s2.0-85138087257,10.1109/ICMSP55950.2022.9859095,Custom
240,Habas B.; Alattar B.; Davis B.; Langelaan J.W.; Cheng B.,Optimal Inverted Landing in a Small Aerial Robot with Varied Approach Velocities and Landing Gear Designs,2022,2-s2.0-85136321768,10.1109/ICRA46639.2022.9812409,Bitcraze Crazyflie
241,Su Y.; Yu P.; Gerber M.J.; Ruan L.; Tsao T.-C.,Nullspace-based control allocation of overactuated UAV platforms,2021,2-s2.0-85113956195,10.1109/LRA.2021.3103637,Bitcraze Crazyflie
242,Bialas J.; Döller M.,Coverage Path Planning for Unmanned Aerial Vehicles in Complex 3D Environments with Deep Reinforcement Learning,2022,2-s2.0-85147328844,10.1109/ROBIO55434.2022.10011936,Bitcraze Crazyflie
243,Gronauer S.; Kissel M.; Sacchetto L.; Korte M.; Diepold K.,Using Simulation Optimization to Improve Zero-shot Policy Transfer of Quadrotors,2022,2-s2.0-85146362345,10.1109/IROS47612.2022.9981229,Bitcraze Crazyflie
244,Lamberti L.; Niculescu V.; Barcis M.; Bellone L.; Natalizio E.; Benini L.; Palossi D.,Tiny-PULP-Dronets: Squeezing Neural Networks for Faster and Lighter Inference on Multi-Tasking Autonomous Nano-Drones,2022,2-s2.0-85139033848,10.1109/AICAS54282.2022.9869931,Bitcraze Crazyflie
245,Kim J.; Eggleton C.D.; Wilkerson S.A.; Gadsden S.A.,Cooperative Sensor-based Selective Graph Exploration Strategy for a Team of Quadrotors,2021,2-s2.0-85114278909,10.1007/s10846-021-01485-0,Bitcraze Crazyflie
246,Chen S.; Mai K.,Towards Specialized Hardware for Learning-based Visual Odometry on the Edge,2022,2-s2.0-85146357281,10.1109/IROS47612.2022.9982046,Bitcraze Crazyflie
247,Zhou P.; Lai S.; Cui J.; Chen B.M.,Formation control of unmanned rotorcraft systems with state constraints and inter-agent collision avoidance,2022,2-s2.0-85135856252,10.1109/ICCA54724.2022.9831824,Bitcraze Crazyflie
248,Jin T.; Wang X.; Ji H.; Di J.; Yan H.,Collision Avoidance for Multiple Quadrotors Using Elastic Safety Clearance Based Model Predictive Control,2022,2-s2.0-85136337828,10.1109/ICRA46639.2022.9811659,Bitcraze Crazyflie
249,Wu P.; Wang Z.; Zhang Z.; Hu G.; Dou W.; Zheng J.,UAV swarm regular geometric formation transformation and interactive control algorithm,2022,2-s2.0-85143122654,10.1109/DSIT55514.2022.9943960,Bitcraze Crazyflie
250,Polosky N.; Gwin T.; Furman S.; Barhanpurkar P.; Jagannath J.,Machine Learning Subsystem for Autonomous Collision Avoidance on a small UAS with Embedded GPU,2022,2-s2.0-85135728045,10.1109/CCNC49033.2022.9700609,Bitcraze Crazyflie
251,Singh P.; Gupta S.; Behera L.; Verma N.K.; Nahavandi S.,Perching of Nano-Quadrotor Using Self-Trigger Finite-Time Second-Order Continuous Control,2021,2-s2.0-85121735708,10.1109/JSYST.2020.3021579,Bitcraze Crazyflie
252,Shiri A.; Navardi M.; Manjunath T.; Waytowich N.R.; Mohsenin T.,Efficient Language-Guided Reinforcement Learning for Resource-Constrained Autonomous Systems,2022,2-s2.0-85139413027,10.1109/MM.2022.3199686,Bitcraze Crazyflie
253,Barciś A.; Barciś M.; Natalizio E.; Ferrante E.,Self-organized Chain Formation of Nano-Drones in an Open Space,2022,2-s2.0-85142753035,10.1007/978-3-031-20176-9_18,Bitcraze Crazyflie
254,Folkestad C.; Wei S.X.; Burdick J.W.,KoopNet: Joint Learning of Koopman Bilinear Models and Function Dictionaries with Application to Quadrotor Trajectory Tracking,2022,2-s2.0-85136328051,10.1109/ICRA46639.2022.9811896,Bitcraze Crazyflie
255,Lieser M.; Schwanecke U.; Berdux J.,Evaluating distances in tactile human-drone interaction,2021,2-s2.0-85115083104,10.1109/RO-MAN50785.2021.9515313,Bitcraze Crazyflie
256,Shan F.; Zeng J.; Li Z.; Luo J.; Wu W.,Ultra-wideband swarm ranging,2021,2-s2.0-85111943471,10.1109/INFOCOM42981.2021.9488717,Bitcraze Crazyflie
257,Miiller H.; Palossi D.; Mach S.; Conti F.; Benini L.,Fünfiiber-Drone: A Modular Open-Platform 18-grams Autonomous Nano-Drone,2021,2-s2.0-85111072776,10.23919/DATE51398.2021.9474262,Bitcraze Crazyflie
258,Shadeed O.; Hasanzade M.; Koyuncu E.,Deep reinforcement learning based aggressive flight trajectory tracker,2021,2-s2.0-85100313488,,Bitcraze Crazyflie
259,Grispino K.; Lyons D.; Nguyen T.-H.D.,Evaluating the Potential of Drone Swarms in Nonverbal HRI Communication,2020,2-s2.0-85093932223,10.1109/ICHMS49158.2020.9209467,Bitcraze Crazyflie
260,Hu S.; Zhao X.; Ren Y.; Xu D.,Decentralized formation tracking and disturbance suppression for collaborative UAVs transportation,2021,2-s2.0-85117325315,10.23919/CCC52363.2021.9550527,Bitcraze Crazyflie
261,Niculescu V.; Lamberti L.; Palossi D.; Benini L.,Automated Tuning of End-to-end Neural Flight Controllers for Autonomous Nano-drones,2021,2-s2.0-85113308455,10.1109/AICAS51828.2021.9458550,Bitcraze Crazyflie
262,Soria E.; Schiano F.; Floreano D.,Predictive control of aerial swarms in cluttered environments,2021,2-s2.0-85106287789,10.1038/s42256-021-00341-y,Bitcraze Crazyflie
263,Fu H.; Liu H.H.-T.,Guarding a Territory against an Intelligent Intruder: Strategy Design and Experimental Verification,2020,2-s2.0-85089942300,10.1109/TMECH.2020.2996901,Bitcraze Crazyflie
264,Carlos B.B.; Sartor T.; Zanelli A.; Diehl M.; Oriolo G.,Least conservative linearized constraint formulation for real-time motion generation,2020,2-s2.0-85108021666,10.1016/j.ifacol.2020.12.2407,Bitcraze Crazyflie
265,Huptych M.; Röck S.,Real-time path planning in dynamic environments for unmanned aerial vehicles using the curve-shortening flow method,2021,2-s2.0-85100488303,10.1177/1729881420968687,Bitcraze Crazyflie
266,Socas R.; Dormido R.; Guinaldo M.; Dormido S.,A control engineering framework for quadrotors: An application for the Crazyflie 2.X,2021,2-s2.0-85111745198,10.5220/0010482003590366,Bitcraze Crazyflie
267,Chaoraingern J.; Tipsuwanporn V.; Numsomran A.,Modified adaptive sliding mode control for trajectory tracking of mini-drone quadcopter unmanned aerial vehicle,2020,2-s2.0-85090380213,10.22266/ijies2020.1031.14,Parrot Rolling Spider
268,Fernando M.,Online Flocking Control of UAVs with Mean-Field Approximation,2021,2-s2.0-85121955753,10.1109/ICRA48506.2021.9560899,Bitcraze Crazyflie
269,Matei I.; Zeng C.; Chowdhury S.; Rai R.; de Kleer J.,Controlling Draft Interactions Between Quadcopter Unmanned Aerial Vehicles with Physics-aware Modeling,2021,2-s2.0-85097586662,10.1007/s10846-020-01295-w,Bitcraze Crazyflie
270,MacChini M.; Havy T.; Weber A.; Schiano F.; Floreano D.,Hand-worn Haptic Interface for Drone Teleoperation,2020,2-s2.0-85092746091,10.1109/ICRA40945.2020.9196664,Bitcraze Crazyflie
271,Castro A.; Peckerar L.; Horiuchi T.; Abshire P.,Rotor-induced Airflow for Odor Source Detection on Nano-Quadcopters,2020,2-s2.0-85098715514,10.1109/SENSORS47125.2020.9278626,Bitcraze Crazyflie
272,Erazo A.; Tayupanta E.; Ko S.-B.,Epipolar geometry on drones cameras for swarm robotics applications,2020,2-s2.0-85109334629,,Cheerson CX-10W
273,Serpiva V.; Karmanova E.; Fedoseev A.; Perminov S.; Tsetserukou D.,SwarmPaint: Human-Swarm Interaction for Trajectory Generation and Formation Control by DNN-based Gesture Interface,2021,2-s2.0-85111417801,10.1109/ICUAS51884.2021.9476795,Bitcraze Crazyflie
274,Laclau P.; Tempez V.; Ruffier F.; Natalizio E.; Mouret J.-B.,Signal-Based Self-Organization of a Chain of UAVs for Subterranean Exploration,2021,2-s2.0-85105523744,10.3389/frobt.2021.614206,Bitcraze Crazyflie
275,Hepeng Z.; Jian D.; Han Y.; Xinghu W.; Haibo J.,Varying-coefficient Based Distributed Formation Control of Multiple UAVs,2021,2-s2.0-85117287971,10.23919/CCC52363.2021.9549453,Bitcraze Crazyflie
276,Zhao W.; Panerati J.; Schoellig A.P.,Learning-Based Bias Correction for Time Difference of Arrival Ultra-Wideband Localization of Resource-Constrained Mobile Robots,2021,2-s2.0-85102615174,10.1109/LRA.2021.3064199,Bitcraze Crazyflie
277,Albani D.; Hönig W.; Nardi D.; Ayanian N.; Trianni V.,Hierarchical task assignment and path finding with limited communication for robot swarms,2021,2-s2.0-85103574505,10.3390/app11073115,Bitcraze Crazyflie
278,Bernini N.; Bessa M.; Delmas R.; Gold A.; Goubault E.; Pennec R.; Putot S.; Sillion F.,A few lessons learned in reinforcement learning for quadcopter attitude control,2021,2-s2.0-85105892549,10.1145/3447928.3456707,Bitcraze Crazyflie
279,Neumann P.P.; Hirschberger P.; Bartholmai M.,Flying Ant Robot - Aerial Chemical Trail Detection and Localization,2021,2-s2.0-85123599968,10.1109/SENSORS47087.2021.9639857,Bitcraze Crazyflie
280,Zhao N.; Yang W.; Peng C.; Wang G.; Shen Y.,Comparative Validation Study on Bioinspired Morphology-Adaptation Flight Performance of a Morphing Quad-Rotor,2021,2-s2.0-85103908193,10.1109/LRA.2021.3071673,Bitcraze Crazyflie
281,Balleri A.,Measurements of the radar cross section of a nano-drone at K-band,2021,2-s2.0-85114037179,10.1109/MetroAeroSpace51421.2021.9511750,Arcade PICO
282,Alkhoury L.; Sodhi J.; Borgaonkar A.D.,Re-Engineering a Mini-Drone as a Project for First-Year Engineering Students,2020,2-s2.0-85125166655,,RadioShack DIY Drone Starter Kit
283,Lee J.; Moon J.; Kim S.,UWB-based Multiple UAV Control System for Indoor Ground Vehicle Tracking,2021,2-s2.0-85116633996,10.1109/APWCS50173.2021.9548721,Bitcraze Crazyflie
284,Cristiani D.; Bottonelli F.; Trotta A.; Di Felice M.,Inventory Management through Mini-Drones: Architecture and Proof-of-Concept Implementation,2020,2-s2.0-85096601329,10.1109/WoWMoM49955.2020.00060,Parrot Mambo
285,Raja G.; Suresh S.; Anbalagan S.; Ganapathisubramaniyan A.; Kumar N.,PFIN: An Efficient Particle Filter-Based Indoor Navigation Framework for UAVs,2021,2-s2.0-85104264823,10.1109/TVT.2021.3072727,Bitcraze Crazyflie
286,Shi G.; Honig W.; Yue Y.; Chung S.-J.,Neural-Swarm: Decentralized Close-Proximity Multirotor Control Using Learned Interactions,2020,2-s2.0-85085656471,10.1109/ICRA40945.2020.9196800,Bitcraze Crazyflie
287,Cereda E.; Ferri M.; Mantegazza D.; Zimmerman N.; Gambardella L.M.; Guzzi J.; Giusti A.; Palossi D.,Improving the Generalization Capability of DNNs for Ultra-low Power Autonomous Nano-UAVs,2021,2-s2.0-85123297772,10.1109/DCOSS52077.2021.00060,Bitcraze Crazyflie
288,Li R.; Yang Q.; Zhao W.; Fang H.,Collision-Free Trajectory Generation for Multiple UAVs with Sensing Constraints,2021,2-s2.0-85117333106,10.23919/CCC52363.2021.9549652,Bitcraze Crazyflie
289,Carlos B.B.; Sartor T.; Zanelli A.; Frison G.; Burgard W.; Diehl M.; Oriolo G.,An Efficient Real-Time NMPC for Quadrotor Position Control under Communication Time-Delay,2020,2-s2.0-85100113552,10.1109/ICARCV50220.2020.9305513,Bitcraze Crazyflie
290,Elkunchwar N.; Chandrasekaran S.; Iyer V.; Fuller S.B.,Toward battery-free flight: Duty cycled recharging of small drones,2021,2-s2.0-85124370327,10.1109/IROS51168.2021.9636087,Bitcraze Crazyflie
291,Kilberg B.G.; Campos F.M.R.; Schindler C.B.; Pister K.S.J.,Quadrotor-based lighthouse localization with time-synchronized wireless sensor nodes and bearing-only measurements,2020,2-s2.0-85088157004,10.3390/s20143888,Bitcraze Crazyflie
292,Pannocchi L.; Anevlavis T.; Tabuada P.,Trust your supervisor: Quadrotor obstacle avoidance using controlled invariant sets,2021,2-s2.0-85111234900,10.1109/IROS51168.2021.9636485,Bitcraze Crazyflie
293,Li Z.; Yin D.; Xiang X.; Tang D.; Zhang C.; Zhang S.,Research on relative positioning system of UAVs Swarm based on distributed UWB,2020,2-s2.0-85100936413,10.1109/CAC51589.2020.9327419,Bitcraze Crazyflie
294,Murmu N.; Das Sharma K.,Trajectory Tracking Control for a Nano Quadcopter Employing Stochastically Optimal PID Control,2020,2-s2.0-85148329803,10.1049/icp.2021.1146,Bitcraze Crazyflie
295,Karmanova E.; Serpiva V.; Perminov S.; Fedoseev A.; Tsetserukou D.,SwarmPlay: Interactive tic-tac-toe board game with swarm of nano-UAVs driven by reinforcement learning,2021,2-s2.0-85115066895,10.1109/RO-MAN50785.2021.9515355,Bitcraze Crazyflie
296,Gromov B.; Guzzi J.; Gambardella L.M.; Giusti A.,Intuitive 3D Control of a Quadrotor in User Proximity with Pointing Gestures,2020,2-s2.0-85092722865,10.1109/ICRA40945.2020.9196654,Bitcraze Crazyflie
297,Dava Renaldi M.; Rausyan Fikri M.; Wibowo Djamari D.,Mini UAV Orientation Control based on Face Tracking Algorithm,2021,2-s2.0-85125070230,10.1109/ICCED53389.2021.9664882,DJI Tello
298,Nguyen H.T.; Nguyen N.T.; Prodan I.; Pereira F.L.,Trajectory tracking for a multicopter under a quaternion representation,2020,2-s2.0-85105109854,10.1016/j.ifacol.2020.12.1602,Bitcraze Crazyflie
299,Karthik P.B.; Kumar K.; Fernandes V.; Arya K.,Reinforcement Learning for Altitude Hold and Path Planning in a Quadcopter,2020,2-s2.0-85087058765,10.1109/ICCAR49639.2020.9108104,PlutoX
300,Luis C.E.; Vukosavljev M.; Schoellig A.P.,Online Trajectory Generation with Distributed Model Predictive Control for Multi-Robot Motion Planning,2020,2-s2.0-85078521104,10.1109/LRA.2020.2964159,Bitcraze Crazyflie
301,Kooi J.E.; Babuska R.,Inclined Quadrotor Landing using Deep Reinforcement Learning,2021,2-s2.0-85122606457,10.1109/IROS51168.2021.9636096,Bitcraze Crazyflie
302,Carter D.J.; Bouchard L.; Quinn D.B.,"Influence of the ground, ceiling, and sidewall on micro-quadrotors",2021,2-s2.0-85103437649,10.2514/1.J059787,Bitcraze Crazyflie
303,Nava M.; Gambardella L.M.; Giusti A.,State-consistency loss for learning spatial perception tasks from partial labels,2021,2-s2.0-85100720706,10.1109/LRA.2021.3056378,Bitcraze Crazyflie
304,Shadeed O.; Turkmen H.; Koyuncu E.,Trajectory-based agile multi uav coordination through time synchronisation,2020,2-s2.0-85091915923,10.2514/6.2020-0986,Bitcraze Crazyflie
305,Britcher V.; Bergbreiter S.,"Use of a MEMS Differential Pressure Sensor to Detect Ground, Ceiling, and Walls on Small Quadrotors",2021,2-s2.0-85103262585,10.1109/LRA.2021.3068661,Bitcraze Crazyflie
306,Wang G.; Yang W.; Zhao N.; Ji Y.; Shen Y.; Xu H.; Li P.,Distributed Consensus Control of Multiple UAVs in a Constrained Environment,2020,2-s2.0-85092745056,10.1109/ICRA40945.2020.9196926,Bitcraze Crazyflie
307,Duisterhof B.P.; Krishnan S.; Cruz J.J.; Banbury C.R.; Fu W.; Faust A.; de Croon G.C.H.E.; Reddi V.J.,Tiny Robot Learning (tinyRL) for Source Seeking on a Nano Quadcopter,2021,2-s2.0-85114819135,10.1109/ICRA48506.2021.9561590,Bitcraze Crazyflie
308,Bcihmer M.; Schmidt A.; Pereira P.G.; Herfet T.,Latency-aware and-predictable Communication with Open Protocol Stacks for Remote Drone Control,2020,2-s2.0-85091749609,10.1109/DCOSS49796.2020.00055,Bitcraze Crazyflie
309,Singh P.; Gupta S.; Behera L.; Verma N.K.,Sum of Square based Event-triggered Control of Nano-quadrotor in Presence of Packet Dropouts,2021,2-s2.0-85111460270,10.1109/ICUAS51884.2021.9476804,Bitcraze Crazyflie
310,Sanches M.P.; Faria R.A.P.; Cunha S.R.,Visual Flight Rules-based Collision Avoidance System for VTOL UAV,2020,2-s2.0-85100347915,10.1109/ICRAE50850.2020.9310810,Bitcraze Crazyflie
311,Gabrich B.; Li G.; Yim M.,ModQuad-DoF: A Novel Yaw Actuation for Modular Quadrotors,2020,2-s2.0-85092716125,10.1109/ICRA40945.2020.9196735,Bitcraze Crazyflie
312,Fedoseev A.; Serpiva V.; Karmanova E.; Cabrera M.A.; Shirokun V.; Vasilev I.; Savushkin S.; Tsetserukou D.,DroneTrap: Drone catching in midair by soft robotic hand with color-based force detection and hand gesture recognition,2021,2-s2.0-85114204144,10.1109/RoboSoft51838.2021.9479353,Bitcraze Crazyflie
313,Nguyen N.T.; Prodan I.; Lefevre L.,Stability Guarantees for Translational Thrust-Propelled Vehicles Dynamics through NMPC Designs,2021,2-s2.0-85098137454,10.1109/TCST.2020.2974146,Bitcraze Crazyflie
314,Palunko I.; Tolić D.; Prkačin V.,Learning near-optimal broadcasting intervals in decentralized multi-agent systems using online least-square policy iteration,2021,2-s2.0-85101557182,10.1049/cth2.12102,Bitcraze Crazyflie
315,Nguyen N.T.; Prodan I.; Lefèvre L.,Flat trajectory design and tracking with saturation guarantees: a nano-drone application,2020,2-s2.0-85052058030,10.1080/00207179.2018.1502474,Bitcraze Crazyflie
316,Anderson M.J.; Sullivan J.G.; Horiuchi T.K.; Fuller S.B.; Daniel T.L.,A bio-hybrid odor-guided autonomous palm-sized air vehicle,2020,2-s2.0-85098694978,10.1088/1748-3190/abbd81,Bitcraze Crazyflie
317,Muralidharan N.; Pratheep V.G.; Shanmugam A.; Hariram A.; Dinesh P.; Visnu B.,Structural analysis of mini drone developed using 3D printing technique,2021,2-s2.0-85114185590,10.1016/j.matpr.2021.04.053,Custom
318,Nakata T.; Phillips N.; Simões P.; Russell I.J.; Cheney J.A.; Walker S.M.; Bomphrey R.J.,Aerodynamic imaging by mosquitoes inspires a surface detector for autonomous flying vehicles,2020,2-s2.0-85084942051,10.1126/science.aaz9634,Bitcraze Crazyflie
319,Ramos D.; Goncalves G.; Faria R.; Sanches M.P.,Building a Drone Operator Digital Twin using a Brain-Computer Interface for Emotion Recognition,2021,2-s2.0-85124691433,10.1109/ICAR53236.2021.9659360,Bitcraze Crazyflie
320,Zhao Q.; Hughes J.; Lyons D.,Drone proximity detection via air disturbance analysis,2020,2-s2.0-85087894213,10.1117/12.2556385,Bitcraze Crazyflie
321,Ng M.; Cai X.; Foong S.,Direct Angular Rate Estimation Without Event Motion-Compensation At High Angular Rates,2023,2-s2.0-85168701507,10.1109/ICRA48891.2023.10160967,Bitcraze Crazyflie
322,Nagrare S.R.; Ratnoo A.; Ghose D.,Multi-intersection planning with durational speed scheduling for drone corridors,2023,2-s2.0-85188911007,10.2514/6.2023-1053,Bitcraze Crazyflie
323,D'Antonio D.S.; Bhattacharya S.; Saldana D.,Forming and Controlling Hitches in Midair Using Aerial Robots,2023,2-s2.0-85168663627,10.1109/ICRA48891.2023.10160741,Bitcraze Crazyflie
324,Kim M.; Ladosz P.; Oh H.,Monocular vision-based time-to-collision estimation for small drones by domain adaptation of simulated images,2022,2-s2.0-85127858430,10.1016/j.eswa.2022.116973,Bitcraze Crazyflie
325,Seisa A.S.; Satpute S.G.; Lindqvist B.; Nikolakopoulos G.,An Edge-Based Architecture for Offloading Model Predictive Control for UAVs,2022,2-s2.0-85137000114,10.3390/robotics11040080,Bitcraze Crazyflie
326,Hardes T.; Logan D.; Pritom T.H.; Sommer C.,Towards an Open Source Fully Modular Multi Unmanned Aerial Vehicle Simulation Framework,2022,2-s2.0-85143759276,10.1109/ICDCSW56584.2022.00060,Bitcraze Crazyflie
327,Yang Q.; Xiao F.; Lyu J.; Zhou B.; Fang H.,Self-Organized Polygon Formation Control Based on Distributed Estimation,2024,2-s2.0-85151527565,10.1109/TIE.2023.3260346,Bitcraze Crazyflie
328,Pichierri L.; Carnevale G.; Sforni L.; Testa A.; Notarstefano G.,A Distributed Online Optimization Strategy for Cooperative Robotic Surveillance,2023,2-s2.0-85168712486,10.1109/ICRA48891.2023.10160700,Bitcraze Crazyflie
329,Ercolani C.; Deshmukh S.M.; Peeters T.L.; Martinoli A.,"Multi-Robot 3D Gas Distribution Mapping: Coordination, Information Sharing and Environmental Knowledge",2023,2-s2.0-85168713297,10.1109/ICRA48891.2023.10161276,Bitcraze Crazyflie
330,Lamberti L.; Rutishauser G.; Conti F.; Benini L.,Combining Local and Global Perception for Autonomous Navigation on Nano-UAVs,2024,2-s2.0-85215800885,10.1007/978-3-031-76424-0_51,Bitcraze Crazyflie
331,Navardi M.; Shiri A.; Humes E.; Waytowich N.R.; Mohsenin T.,An Optimization Framework for Efficient Vision-Based Autonomous Drone Navigation,2022,2-s2.0-85139054727,10.1109/AICAS54282.2022.9869975,Bitcraze Crazyflie
332,Fedoseev A.; Baza A.; Gupta A.; Dorzhieva E.; Gujarathi R.N.; Tsetserukou D.,DandelionTouch: High Fidelity Haptic Rendering of Soft Objects in VR by a Swarm of Drones,2022,2-s2.0-85142708437,10.1109/SMC53654.2022.9945390,Bitcraze Crazyflie
333,Lee Y.; Park J.; Jeon B.; Kim H.J.,Target-visible Polynomial Trajectory Generation within an MAV Team,2021,2-s2.0-85124339492,10.1109/IROS51168.2021.9636446,Bitcraze Crazyflie
334,Sankaranarayanan V.N.; Damigos G.; Seisa A.S.; Satpute S.G.; Lindgren T.; Nikolakopoulos G.,PACED-5G: Predictive Autonomous Control using Edge for Drones over 5G,2023,2-s2.0-85165619191,10.1109/ICUAS57906.2023.10156241,Bitcraze Crazyflie
335,Guo S.; Liu B.; Zhang S.; Guo J.; Wang C.,Continuous-time Gaussian Process Trajectory Generation for Multi-robot Formation via Probabilistic Inference,2021,2-s2.0-85124360498,10.1109/IROS51168.2021.9636573,Bitcraze Crazyflie
336,Camisa A.; Testa A.; Notarstefano G.,Multi-Robot Pickup and Delivery via Distributed Resource Allocation,2023,2-s2.0-85142797423,10.1109/TRO.2022.3216801,Bitcraze Crazyflie
337,Fuller S.; Yu Z.; Talwekar Y.P.,A gyroscope-free visual-inertial flight control and wind sensing system for 10-mg robots,2022,2-s2.0-85142939516,10.1126/scirobotics.abq8184,Bitcraze Crazyflie
338,Krishnan S.; Boroujerdian B.; Fu W.; Faust A.; Reddi V.J.,Air Learning: a deep reinforcement learning gym for autonomous aerial robot visual navigation,2021,2-s2.0-85109364354,10.1007/s10994-021-06006-6,Bitcraze Crazyflie
339,Williams Z.; Chen J.; Mehr N.,Distributed Potential iLQR: Scalable Game-Theoretic Trajectory Planning for Multi-Agent Interactions,2023,2-s2.0-85168704971,10.1109/ICRA48891.2023.10161176,Bitcraze Crazyflie
340,Lerch C.; Dong D.; Abraham I.,Safety-Critical Ergodic Exploration in Cluttered Environments via Control Barrier Functions,2023,2-s2.0-85162094100,10.1109/ICRA48891.2023.10161032,Bitcraze Crazyflie
341,Kuchwa-Dube C.; Pedro J.O.,Chattering performance criteria for multi-objective optimisation gain tuning of sliding mode controllers,2022,2-s2.0-85135389344,10.1016/j.conengprac.2022.105284,Bitcraze Crazyflie
342,de Croon G.C.H.E.; Dupeyroux J.J.G.; De Wagter C.; Chatterjee A.; Olejnik D.A.; Ruffier F.,Accommodating unobservability to control flight attitude with optic flow,2022,2-s2.0-85140237975,10.1038/s41586-022-05182-2,Bitcraze Crazyflie
343,Brandstätter A.; Smolka S.A.; Stoller S.D.; Tiwari A.; Grosu R.,Towards Drone Flocking Using Relative Distance Measurements,2022,2-s2.0-85142711690,10.1007/978-3-031-19759-8_7,Bitcraze Crazyflie
344,Cardona G.A.; D'Antonio D.S.; Vasile C.-I.; Saldana D.,Non-Prehensile Manipulation of Cuboid Objects Using a Catenary Robot,2021,2-s2.0-85124173255,10.1109/IROS51168.2021.9636820,Bitcraze Crazyflie
345,Abdi S.S.; Paley D.A.,Safe Operations of an Aerial Swarm via a Cobot Human Swarm Interface,2023,2-s2.0-85168658698,10.1109/ICRA48891.2023.10161343,Bitcraze Crazyflie
346,Baza A.; Gupta A.; Dorzhieva E.; Fedoseev A.; Tsetserukou D.,SwarMan: Anthropomorphic Swarm of Drones Avatar with Body Tracking and Deep Learning-Based Gesture Recognition,2022,2-s2.0-85142721689,10.1109/SMC53654.2022.9945537,Bitcraze Crazyflie
347,Su Y.-H.; Bhowmick P.; Lanzon A.,A Negative Imaginary Theory-Based Time-Varying Group Formation Tracking Scheme for Multi-Robot Systems: Applications to Quadcopters,2023,2-s2.0-85168700711,10.1109/ICRA48891.2023.10160850,Bitcraze Crazyflie
348,Xu J.; Pushp D.; Yin K.; Liu L.,Decision-Making Among Bounded Rational Agents,2024,2-s2.0-85190148766,10.1007/978-3-031-51497-5_20,Bitcraze Crazyflie
349,Wilshin S.; Amos S.; Bomphrey R.J.,Seeing with sound; surface detection and avoidance by sensing self-generated noise,2023,2-s2.0-85145651020,10.1177/17568293221148377,Bitcraze Crazyflie
350,Kurtoglu D.; Jaramillo J.; Ristevski S.; Pimentel A.; Yucelen T.; Muse J.A.,Experimental Validation of a Distributed Norm-Free and Adaptive Event-Triggered Control Approach on an Aerial Multiagent System,2023,2-s2.0-85200372264,10.2514/6.2023-2649,Bitcraze Crazyflie
351,Grasso P.; Innocente M.S.; Tai J.J.; Haas O.; Dizqah A.M.,Analysis and Accuracy Improvement of UWB-TDoA-Based Indoor Positioning System,2022,2-s2.0-85143822730,10.3390/s22239136,Bitcraze Crazyflie
352,Park J.; Jang I.; Kim H.J.,Decentralized Deadlock-free Trajectory Planning for Quadrotor Swarm in Obstacle-rich Environments,2023,2-s2.0-85168668456,10.1109/ICRA48891.2023.10160847,Bitcraze Crazyflie
353,Duisterhof B.P.; Li S.; Burgues J.; Reddi V.J.; De Croon G.C.H.E.,Sniffy Bug: A Fully Autonomous Swarm of Gas-Seeking Nano Quadcopters in Cluttered Environments,2021,2-s2.0-85124111718,10.1109/IROS51168.2021.9636217,Bitcraze Crazyflie
